CELL_ID,PC_1,PC_2,PC_3,UMAP_1,UMAP_2,UMAP_3,CLUSTER,STAGE_LR,STAGE_HR,STRAIN,DAY,HOST
X33946_4_117_sorted.BAM,NA,NA,NA,-12.979314,-1.48069895,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_119_sorted.BAM,NA,NA,NA,-13.16952148,1.314084463,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_121_sorted.BAM,NA,NA,NA,-9.956524995,4.235481673,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_125_sorted.BAM,NA,NA,NA,-12.29354205,3.981466704,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_127_sorted.BAM,NA,NA,NA,-11.19950214,3.127201491,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_131_sorted.BAM,NA,NA,NA,-10.44612708,-1.381307668,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_133_sorted.BAM,NA,NA,NA,-11.72822585,-2.964889593,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_135_sorted.BAM,NA,NA,NA,-9.151946214,7.688943796,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_137_sorted.BAM,NA,NA,NA,-8.29550567,-0.44563622,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_139_sorted.BAM,NA,NA,NA,-8.636771349,6.648982935,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_141_sorted.BAM,NA,NA,NA,-9.90442386,-6.582862921,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_143_sorted.BAM,NA,NA,NA,-8.886712221,7.728799753,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_147_sorted.BAM,NA,NA,NA,-11.13845268,1.679812365,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_149_sorted.BAM,NA,NA,NA,-14.58831134,-1.853474803,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_153_sorted.BAM,NA,NA,NA,-12.27635017,-0.364149637,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_157_sorted.BAM,NA,NA,NA,-10.21408954,0.20640152,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_159_sorted.BAM,NA,NA,NA,-7.418803362,2.135888987,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_161_sorted.BAM,NA,NA,NA,-9.774921564,4.721726351,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_163_sorted.BAM,NA,NA,NA,-13.57624355,2.08741992,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_167_sorted.BAM,NA,NA,NA,-8.778970865,5.265030794,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_168_sorted.BAM,NA,NA,NA,-8.625934747,0.789492302,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_169_sorted.BAM,NA,NA,NA,-5.196593431,-2.756533063,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_172_sorted.BAM,NA,NA,NA,-8.468814043,-1.707275934,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_175_sorted.BAM,NA,NA,NA,-10.90369716,3.170720988,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_179_sorted.BAM,NA,NA,NA,-14.12997642,9.219850474,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_181_sorted.BAM,NA,NA,NA,-9.039602426,-0.93486721,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_184_sorted.BAM,NA,NA,NA,-12.69276729,6.166768961,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_188_sorted.BAM,NA,NA,NA,-15.78534236,-0.84925837,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_189_sorted.BAM,NA,NA,NA,-7.294576791,3.074016505,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_192_sorted.BAM,NA,NA,NA,-14.12060275,-0.399409122,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_193_sorted.BAM,NA,NA,NA,-9.047351984,0.111062222,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_196_sorted.BAM,NA,NA,NA,-8.375126985,2.976222925,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_197_sorted.BAM,NA,NA,NA,-7.919625429,2.182159834,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_198_sorted.BAM,NA,NA,NA,-5.983769563,-3.391365237,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_201_sorted.BAM,NA,NA,NA,-9.167004732,-4.809367485,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_204_sorted.BAM,NA,NA,NA,-6.304286626,-1.617775149,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_205_sorted.BAM,NA,NA,NA,-6.204790739,1.265710526,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_208_sorted.BAM,NA,NA,NA,-10.81711116,0.218101197,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_209_sorted.BAM,NA,NA,NA,-13.06152931,10.55067151,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_210_sorted.BAM,NA,NA,NA,-13.11151805,6.999021464,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_213_sorted.BAM,NA,NA,NA,-7.828036455,2.821391039,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_216_sorted.BAM,NA,NA,NA,-6.094120649,4.538489752,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_217_sorted.BAM,NA,NA,NA,-9.56537166,-3.903413839,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_222_sorted.BAM,NA,NA,NA,-2.308978227,-1.738359995,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_225_sorted.BAM,NA,NA,NA,-13.62904563,5.72626298,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_227_sorted.BAM,NA,NA,NA,-10.16242996,3.345210486,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_232_sorted.BAM,NA,NA,NA,-9.100248483,-0.403227634,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_233_sorted.BAM,NA,NA,NA,-8.983173517,2.190543108,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_235_sorted.BAM,NA,NA,NA,-4.478783277,-5.885781116,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_238_sorted.BAM,NA,NA,NA,-3.77218881,1.566434317,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_240_sorted.BAM,NA,NA,NA,-11.84073367,-2.284395419,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_242_sorted.BAM,NA,NA,NA,-9.60952392,10.31852239,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_244_sorted.BAM,NA,NA,NA,-9.519860414,6.792452746,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_245_sorted.BAM,NA,NA,NA,-11.18358245,-2.139485247,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_248_sorted.BAM,NA,NA,NA,-13.7617847,7.897981577,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_251_sorted.BAM,NA,NA,NA,-9.68422809,-0.950170583,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_253_sorted.BAM,NA,NA,NA,-9.823782114,3.18312829,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_259_sorted.BAM,NA,NA,NA,-10.28607288,6.228085451,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_260_sorted.BAM,NA,NA,NA,-5.298289445,1.547725373,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_261_sorted.BAM,NA,NA,NA,-3.414045957,-3.566251106,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_267_sorted.BAM,NA,NA,NA,-15.9543201,-2.388323284,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_268_sorted.BAM,NA,NA,NA,-12.88544956,-2.002706803,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_271_sorted.BAM,NA,NA,NA,-11.41657558,6.108813219,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_273_sorted.BAM,NA,NA,NA,-13.97917762,-1.334774918,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_274_sorted.BAM,NA,NA,NA,-8.525724557,-2.458713259,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_277_sorted.BAM,NA,NA,NA,-8.654546884,-0.601803965,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_280_sorted.BAM,NA,NA,NA,-9.50710502,1.317371779,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_281_sorted.BAM,NA,NA,NA,-8.975605157,-4.179351754,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_282_sorted.BAM,NA,NA,NA,-14.87079158,-1.045677252,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_285_sorted.BAM,NA,NA,NA,-14.26542201,0.883740835,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_288_sorted.BAM,NA,NA,NA,-4.309218076,3.633990698,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_290_sorted.BAM,NA,NA,NA,-12.57544723,-0.701817341,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_293_sorted.BAM,NA,NA,NA,-5.958779958,1.716097765,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_296_sorted.BAM,NA,NA,NA,-6.27891889,-5.630433149,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_298_sorted.BAM,NA,NA,NA,-14.80794635,-3.119460828,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_302_sorted.BAM,NA,NA,NA,-11.93437686,1.683655195,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_304_sorted.BAM,NA,NA,NA,-15.98352542,-2.239922992,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_308_sorted.BAM,NA,NA,NA,-11.42736736,-1.95399601,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_309_sorted.BAM,NA,NA,NA,-11.16180244,3.475907736,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_311_sorted.BAM,NA,NA,NA,-8.870501665,3.928195887,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_316_sorted.BAM,NA,NA,NA,-10.02088371,-4.605828113,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_317_sorted.BAM,NA,NA,NA,-10.64855113,7.117052012,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_319_sorted.BAM,NA,NA,NA,-14.35541168,2.133058481,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_322_sorted.BAM,NA,NA,NA,-7.968760637,-2.196928687,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_324_sorted.BAM,NA,NA,NA,-8.442331461,-2.720898456,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_325_sorted.BAM,NA,NA,NA,-12.45795646,0.819027357,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_331_sorted.BAM,NA,NA,NA,-10.5952312,2.729640894,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_332_sorted.BAM,NA,NA,NA,-5.815926221,-1.375460453,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_335_sorted.BAM,NA,NA,NA,-7.7131578,-3.110030598,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_336_sorted.BAM,NA,NA,NA,-9.041981844,-4.626025266,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_340_sorted.BAM,NA,NA,NA,-10.36377826,7.233524256,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_343_sorted.BAM,NA,NA,NA,-6.742148546,3.326247626,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_344_sorted.BAM,NA,NA,NA,-7.118894724,4.994715147,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_348_sorted.BAM,NA,NA,NA,-11.78390613,11.48668664,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_351_sorted.BAM,NA,NA,NA,-13.95496383,6.837128573,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_352_sorted.BAM,NA,NA,NA,-4.695627359,-4.610062427,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_356_sorted.BAM,NA,NA,NA,-11.91364303,7.665111475,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_360_sorted.BAM,NA,NA,NA,-9.987651018,0.016836338,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_361_sorted.BAM,NA,NA,NA,-13.98044601,9.402289324,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_362_sorted.BAM,NA,NA,NA,-8.718021539,2.617261343,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_365_sorted.BAM,NA,NA,NA,-13.55024066,10.98394769,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_368_sorted.BAM,NA,NA,NA,-5.168971208,3.566256457,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_369_sorted.BAM,NA,NA,NA,-7.717432169,3.210215502,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_372_sorted.BAM,NA,NA,NA,-8.515049127,2.934374743,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_377_sorted.BAM,NA,NA,NA,-4.202573923,2.298419409,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_4_380_sorted.BAM,NA,NA,NA,-12.48632064,-0.097709245,NA,NA,sporozoite,sporozoite (injected),NA,NA,mosquito
X33946_4_382_sorted.BAM,NA,NA,NA,-12.48525062,-5.085042305,NA,NA,sporozoite,sporozoite (salivary gland),NA,NA,mosquito
X33946_5_6_sorted.BAM,NA,NA,NA,-4.221946386,10.56349938,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_7_sorted.BAM,NA,NA,NA,-3.544704107,9.253237658,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_10_sorted.BAM,NA,NA,NA,-5.140415815,-2.773710317,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_11_sorted.BAM,NA,NA,NA,-4.670800832,7.669521265,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_14_sorted.BAM,NA,NA,NA,-7.817178873,10.45131009,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_15_sorted.BAM,NA,NA,NA,-4.898731855,8.859715395,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_18_sorted.BAM,NA,NA,NA,-10.59804645,4.185007982,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_19_sorted.BAM,NA,NA,NA,-2.966282514,8.7255935,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_22_sorted.BAM,NA,NA,NA,-10.45577255,5.378667288,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_23_sorted.BAM,NA,NA,NA,-12.83648219,8.27721303,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_27_sorted.BAM,NA,NA,NA,-2.02042189,9.324466639,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_28_sorted.BAM,NA,NA,NA,-2.566508678,7.688831263,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_31_sorted.BAM,NA,NA,NA,-13.47598949,10.18601888,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_32_sorted.BAM,NA,NA,NA,-4.412609724,8.715310984,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_35_sorted.BAM,NA,NA,NA,-5.923742441,4.696302824,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_36_sorted.BAM,NA,NA,NA,-1.896128563,6.889289789,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_39_sorted.BAM,NA,NA,NA,-5.328697828,9.951698237,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_40_sorted.BAM,NA,NA,NA,-6.293153432,10.80783551,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_43_sorted.BAM,NA,NA,NA,-5.174905447,8.668019228,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_44_sorted.BAM,NA,NA,NA,-8.420777467,9.341235094,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_47_sorted.BAM,NA,NA,NA,-3.143972066,11.19640534,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_48_sorted.BAM,NA,NA,NA,-5.525046972,7.443195276,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_51_sorted.BAM,NA,NA,NA,-7.261670259,9.37255662,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_52_sorted.BAM,NA,NA,NA,-2.598394302,10.99162667,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_53_sorted.BAM,NA,NA,NA,-4.05834165,7.827618532,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_54_sorted.BAM,NA,NA,NA,-3.997306493,6.165623598,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_57_sorted.BAM,NA,NA,NA,-5.60968223,9.189579897,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_58_sorted.BAM,NA,NA,NA,-2.81271377,5.543445044,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_61_sorted.BAM,NA,NA,NA,-1.626775888,-2.770745702,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_62_sorted.BAM,NA,NA,NA,-3.54789224,7.006707125,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_65_sorted.BAM,NA,NA,NA,-2.58949819,10.22182172,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_66_sorted.BAM,NA,NA,NA,-3.738824037,5.81962102,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_69_sorted.BAM,NA,NA,NA,-2.801044611,8.271053248,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_70_sorted.BAM,NA,NA,NA,-1.409228471,6.191411906,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_73_sorted.BAM,NA,NA,NA,-2.064272789,7.701799326,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_74_sorted.BAM,NA,NA,NA,-5.487179903,9.552949839,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_77_sorted.BAM,NA,NA,NA,-2.147219804,4.555337839,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_78_sorted.BAM,NA,NA,NA,-13.36315456,8.355925493,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_82_sorted.BAM,NA,NA,NA,-1.499154476,8.68442338,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_83_sorted.BAM,NA,NA,NA,-4.56153932,12.44213384,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_86_sorted.BAM,NA,NA,NA,-6.073139337,8.859668665,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_87_sorted.BAM,NA,NA,NA,-11.69895187,10.76676076,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_90_sorted.BAM,NA,NA,NA,-5.333500532,1.44008296,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_91_sorted.BAM,NA,NA,NA,-5.40555015,11.02623456,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_94_sorted.BAM,NA,NA,NA,-6.938197282,10.38904374,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_95_sorted.BAM,NA,NA,NA,-5.577741769,6.843970232,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_98_sorted.BAM,NA,NA,NA,-7.807233957,6.84048646,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_99_sorted.BAM,NA,NA,NA,-5.907802728,9.789871149,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_102_sorted.BAM,NA,NA,NA,-13.98658672,11.45145219,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_103_sorted.BAM,NA,NA,NA,-2.820635942,8.290096216,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_106_sorted.BAM,NA,NA,NA,-5.833762792,4.56512969,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_107_sorted.BAM,NA,NA,NA,-7.090315012,8.049917155,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_111_sorted.BAM,NA,NA,NA,-4.848657755,8.031755381,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_116_sorted.BAM,NA,NA,NA,-11.82058826,5.154704981,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_119_sorted.BAM,NA,NA,NA,-2.486241249,8.812632494,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_120_sorted.BAM,NA,NA,NA,-12.32347503,11.78129857,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_123_sorted.BAM,NA,NA,NA,-4.311618951,11.81585782,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_124_sorted.BAM,NA,NA,NA,-7.149894861,8.982249193,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_127_sorted.BAM,NA,NA,NA,-2.208452371,7.591397219,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_128_sorted.BAM,NA,NA,NA,-1.197792915,4.257415228,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_131_sorted.BAM,NA,NA,NA,-12.74724975,8.018144541,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_132_sorted.BAM,NA,NA,NA,-2.897354749,10.30771535,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_135_sorted.BAM,NA,NA,NA,-2.309670833,8.623300486,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_136_sorted.BAM,NA,NA,NA,-1.83489528,10.02770417,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_137_sorted.BAM,NA,NA,NA,-6.793040422,4.616052561,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_138_sorted.BAM,NA,NA,NA,-3.824065832,5.64372819,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_141_sorted.BAM,NA,NA,NA,-4.581149248,6.561770373,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_145_sorted.BAM,NA,NA,NA,-3.229981569,8.344658785,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_146_sorted.BAM,NA,NA,NA,-3.748908666,9.216842585,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_149_sorted.BAM,NA,NA,NA,-4.155754713,6.971711092,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_150_sorted.BAM,NA,NA,NA,-3.19820228,6.282867365,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_154_sorted.BAM,NA,NA,NA,-3.424493936,8.25913518,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_158_sorted.BAM,NA,NA,NA,-10.53623786,6.675723009,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_161_sorted.BAM,NA,NA,NA,-10.79262271,-0.128843136,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_162_sorted.BAM,NA,NA,NA,-5.086752561,8.122046404,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_166_sorted.BAM,NA,NA,NA,-5.120238927,12.06081765,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_168_sorted.BAM,NA,NA,NA,-7.984251169,9.000997477,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_169_sorted.BAM,NA,NA,NA,-3.670303491,8.437571459,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_171_sorted.BAM,NA,NA,NA,-6.048859266,8.8073911,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_174_sorted.BAM,NA,NA,NA,-3.921124128,9.047393732,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_176_sorted.BAM,NA,NA,NA,-7.628680376,6.059709482,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_178_sorted.BAM,NA,NA,NA,-7.645095018,7.772715502,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_180_sorted.BAM,NA,NA,NA,-7.428334383,11.37547296,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_181_sorted.BAM,NA,NA,NA,-6.550554899,9.726055079,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_183_sorted.BAM,NA,NA,NA,-9.285809663,9.456388407,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_186_sorted.BAM,NA,NA,NA,-3.654584554,11.4298219,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_188_sorted.BAM,NA,NA,NA,-4.982551244,9.693931513,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
X33946_5_189_sorted.BAM,NA,NA,NA,-12.05177608,9.340892725,NA,NA,sporozoite,sporozoite (activated),NA,NA,mosquito
